级别编码,级别名称,分类编号,分类名称,厚度,长度,宽度,吨位差
00800148,单向透视,008,镜子,8,2440,1830,0.2
00700471,超白金元双面油砂,007,油砂,7,2440,2100,0.2
00104854,宿迁中玻合格品,001,白玻,3.2,3540,2495,0
00104853,宿迁中玻合格品,001,白玻,3.2,3540,2385,0
00104852,宿迁中玻合格品,001,白玻,3.2,3660,2495,0
00104851,宿迁中玻合格品,001,白玻,3.2,3660,2440,0
00600141,磨砂,006,磨砂,3.2,2200,2000,0.1
00104850,金仓白玻一等品,001,白玻,3.4,2440,2000,0.1
00104849,金仓白玻一等品,001,白玻,3.4,2200,2000,0.1
00201417,单向透视,002,Low-E,8,1330,2362,0
00600140,磨砂,006,磨砂,4.2,3300,2440,0.2
00301757,商丘中联超白汽车级,003,超白,6.5,3660,2250,0
00104848,东台中玻白玻普通级,001,白玻,5,3660,2600,0
00104847,东台中玻白玻普通级,001,白玻,5,3660,2440,0
00500590,黔玻超白长虹,005,压花,4.5,2250,2440,0
00104846,黔玻白玻,001,白玻,10,3660,2440,0
00401971,凯荣欧洲灰玻,004,色玻,4,3660,2440,0
00700470,单面欧洲灰油砂,007,油砂,7.2,3660,2440,0
00700469,单面欧洲灰油砂,007,油砂,4,3660,2440,0
00700468,单面欧洲灰油砂,007,油砂,4,3660,2140,0
00104845,鸿升一等,001,白玻,2.4,2440,1600,0.1
00201416,石家庄玉晶lowe180,002,Low-E,10,4280,2440,0.2
00104844,寿光光耀普通级-x,001,白玻,4.8,2440,1830,0.3
00104843,东台中玻白玻普通级,001,白玻,5,3590,2520,0
00401970,成都南玻欧灰优等品,004,色玻,8,3660,2250,0
00401969,云南海生福特蓝镀膜优等,004,色玻,4.5,2440,1950,0
00401968,云南海生福特蓝镀膜优等,004,色玻,4.5,2440,1830,0
00401967,云南海生福特蓝原片优等,004,色玻,4.5,2440,1950,0
00401966,云南海生福特蓝原片优等,004,色玻,4.3,2440,1950,0
00500589,耀威布纹,005,压花,3,2000,1900,0.2
00700467,双面超白油砂,007,油砂,8,3660,2250,0.2
00401965,漳州旗滨欧茶玻,004,色玻,6.7,3660,2440,0.2
00800147,双漆铝镜,008,镜子,4,2440,1830,0.2
00104842,石家庄玉晶合格品,001,白玻,3.2,3300,2645,0.2
00104841,金宏阳优等品,001,白玻,3.2,2440,1830,0.2
00104840,巨润一等品,001,白玻,7.2,3660,2032,0
00401964,威海中玻福特蓝镀膜合格品,004,色玻,4.5,2440,1830,0
00201415,营口信义XETG0150,002,Low-E,6,3300,2740,0
00201414,营口信义XETG0150,002,Low-E,6,3300,2440,0
00201413,营口信义XETNO170,002,Low-E,6,3300,2740,0
00104839,东台中玻一等品,001,白玻,4,3660,2440,0
00401963,漳州旗滨欧茶玻,004,色玻,4,2440,1830,0.2
00401962,唐山蓝欣福特蓝镀膜优等品,004,色玻,4.3,2440,1760,0.2
00401961,唐山蓝欣福特蓝镀膜优等品,004,色玻,4.3,2440,1900,0.2
00201412,营口信义XETNO180,002,Low-E,8,4880,3300,0
00104838,营口信义PT级,001,白玻,6,3660,2740,0
00104837,滕州金晶白玻汽车级,001,白玻,6.8,3660,2440,0
00104836,滕州金晶白玻汽车级,001,白玻,6.8,3660,2250,0
00104835,金宏阳优等品,001,白玻,3,1900,2440,0.2
00104834,金宏阳优等品,001,白玻,3,880,2380,0.2
00104833,金宏阳优等品,001,白玻,3,900,2300,0.2
00104832,德金优等,001,白玻,3.8,2440,1900,0.4
00104831,鸿升一等,001,白玻,2.7,2440,1830,0.1
00104830,石家庄玉晶一等品,001,白玻,3,3670,2350,0.15
00201411,安强lowe160,002,Low-E,5,3660,2250,0.2
01000044,12号槽钢L架子,010,其他,1,1,1,0
00104829,寿光光耀普通级-X,001,白玻,3.5,2200,1830,0
00201410,中玻lowe140,002,Low-E,5,3300,2280,0.2
00201409,中玻lowe140,002,Low-E,5,3300,2740,0.2
00401960,漳州旗滨福特蓝镀膜KN,004,色玻,5,3660,2600,0
00301756,成都南玻超白汽车级,003,超白,12,3660,2210,0
00800146,铝镜,008,镜子,6,3660,2140,0
00800145,铝镜,008,镜子,6,3660,2440,0
00401959,成都南玻欧灰优等品,004,色玻,8,3660,2440,0
00301755,成都南玻超白汽车级,003,超白,7,3660,2440,0
00401958,成都南玻欧洲灰玻原片优等,004,色玻,4.2,3660,2140,0
00401957,威海中玻福特蓝镀膜合格品,004,色玻,4.5,3660,2800,0
00600139,磨砂（长城原片）,006,磨砂,6,3300,2600,0.2
00401956,威海中玻黑玻,004,色玻,5,3660,2440,0
00401955,威海中玻黑玻,004,色玻,3.8,3660,2440,0
00104828,台玻超白汽车级,001,白玻,3.6,3660,2440,0
00104827,本溪玉晶合格过渡品,001,白玻,6,3660,2740,0
00500588,超白压花光伏玻璃,005,压花,3.2,2350,1350,0
00301754,台玻超白汽车级,003,超白,6.4,3660,2140,0
00301753,台玻超白汽车级,003,超白,3.6,3660,2140,0
00104826,安全等外品,001,白玻,6,2200,1650,0.2
00104825,利虎一等,001,白玻,3.5,2200,1650,0.25
00104824,安全一等,001,白玻,12,4880,3050,0.2
00700466,超白长虹油砂,007,油砂,7,2440,2100,0.2
00401954,秦皇岛耀华耀华灰玻,004,色玻,3.2,3660,2440,0
00104823,天津信义PT级,001,白玻,3.8,3660,2440,0
00104822,安全合格,001,白玻,6,3300,2280,0.2
00104821,安全合格品,001,白玻,5,3300,2740,0.2
00301752,中联超白汽车级,003,超白,15,4000,3660,0
00301751,中联超白汽车级,003,超白,12,4880,3300,0
00301750,中联超白建筑级,003,超白,15,4000,3660,0
00301749,中联超白建筑级,003,超白,12,4880,3300,0
00301748,中联超白建筑级,003,超白,8,4880,3300,0
00600138,磨砂（长城原片）,006,磨砂,5,3300,2140,0.2
00104820,利虎一等品,001,白玻,3.9,3300,2250,0.2
00401953,贵州凯荣欧洲灰玻优等,004,色玻,6.4,3660,2140,0
00401952,贵州凯荣欧洲灰玻优等,004,色玻,3.7,3660,2140,0
00104819,安全优等品,001,白玻,8,4880,2030,0.2
00700465,超白长虹双面油砂,007,油砂,7,2440,2100,0.8
00201408,安强lowe170,002,Low-E,5,3300,2140,0.2
00500587,东兴超白长虹,005,压花,7,3300,2440,0.5
00600137,磨砂（安全原片）,006,磨砂,10,3660,2140,0.2
00500586,东兴超白长虹,005,压花,8,3300,2440,0.5
00700464,超白长虹双面油砂,007,油砂,7,2400,2100,0.8
00201407,石家庄玉晶lowe170,002,Low-E,10,3660,2440,0.2
00104818,本溪玉晶混装品,001,白玻,6.3,3660,2440,0
00104817,寿光光耀普通级-x,001,白玻,4.8,2700,1900,0.3
00401951,天津耀皮黑玻,004,色玻,10,3660,2600,0.2
00401950,天津耀皮黑玻,004,色玻,10,3660,2250,0.2
00401949,天津耀皮黑玻,004,色玻,8,3660,2600,0.2
00401948,天津耀皮黑玻,004,色玻,8,3660,2250,0.2
00104816,寿光光耀普通级-x,001,白玻,4.8,2700,2100,0.3
00201406,安强lowe170仿台玻,002,Low-E,5,3660,2440,0.2
00201405,营口信义XDTB0170,002,Low-E,12,3660,2740,0
00201404,营口信义XDTB0170,002,Low-E,12,4880,3050,0
00201403,营口信义XDTB0170,002,Low-E,5,3660,2440,0
00104815,寿光光耀普通级-X,001,白玻,4.5,2440,1900,0.3
00301747,醴陵旗滨高性能超白玻璃,003,超白,5,3660,2740,0
00301746,河北南玻超白汽车级,003,超白,8,3300,1600,0.2
00401947,贵州凯荣欧洲灰玻优等,004,色玻,12,3660,2630,0
00401946,贵州凯荣欧洲灰玻优等,004,色玻,12,3660,2440,0
00401945,贵州凯荣欧洲灰玻合格,004,色玻,4.5,3660,2440,0
00401944,贵州凯荣欧洲灰玻合格,004,色玻,5,3660,2440,0
00401943,贵州凯荣欧洲灰玻优等,004,色玻,4.3,3660,2140,0
00201402,单向透视,002,Low-E,8,3660,2440,0.2
00301745,醴陵旗滨高性能超白玻璃,003,超白,6,3660,2740,0
00401942,贵州凯荣欧洲灰玻合格,004,色玻,7.2,3660,2440,0
00401941,贵州凯荣欧洲灰玻合格,004,色玻,6,3660,2440,0
00401940,贵州凯荣欧洲灰玻合格,004,色玻,4.2,3660,2440,0
00401939,圣戈班黑玻20系,004,色玻,5,3660,2440,0
00104814,本溪玉晶合格品过渡,001,白玻,6,3660,2140,0
00104813,本溪玉晶合格品过渡,001,白玻,2.6,2440,1830,0
00104812,本溪玉晶合格品过渡,001,白玻,2.9,2440,2000,0
00104811,本溪玉晶合格品过渡,001,白玻,2.9,2440,1830,0
00104810,本溪玉晶合格品过渡,001,白玻,10,3660,2740,0
00104809,本溪玉晶合格品过渡,001,白玻,6,3660,2740,0
00104808,寿光光耀普通级-X,001,白玻,4.4,2200,1830,0
00104807,东兴普白双方格,001,白玻,8,2440,2100,0.5
00104806,寿光光耀普通级-X,001,白玻,3.5,2200,1900,0
00104805,金宏阳优等,001,白玻,3.7,2440,1830,0.2
00104804,金宏阳优等,001,白玻,3.6,2440,2000,0.2
00401938,贵州凯荣欧洲灰玻优等,004,色玻,7.5,3660,2440,0
00401937,贵州凯荣欧洲灰玻优等,004,色玻,8,3660,2440,0
00301744,天津信义超白一等品,003,超白,12,4340,3050,0
00301743,天津信义超白一等品,003,超白,8,4280,3050,0
00301742,天津信义超白一等品,003,超白,5,3660,2440,0
00500585,飞耀超白布纹,005,压花,5,2440,2000,0.3
00500584,东兴超白银波,005,压花,7.2,2440,2100,0.5
00104803,宿迁中玻白玻合格品,001,白玻,4.8,3660,2630,0
00401936,威海中玻金茶玻优等品,004,色玻,4.8,2440,1830,0
00104802,宿迁中玻白玻一等,001,白玻,4,3660,2440,0
00104801,三峡白玻一等品,001,白玻,5,3660,2740,0
00301741,成都南玻超白汽车级,003,超白,3.6,3660,2440,0
00401935,曲靖海生绿玻原片优等,004,色玻,4.3,2440,1830,0
00401934,曲靖海生绿玻原片合格,004,色玻,4.3,2440,1500,0
00401933,湖北三峡欧洲灰原片普通级,004,色玻,3.8,3660,2440,0
00401932,漳州旗滨福特蓝玻KN,004,色玻,6,3660,2740,0
00401931,漳州旗滨福特蓝镀膜优等,004,色玻,6,3660,2440,0
00401930,漳州旗滨福特蓝镀膜优等,004,色玻,5,3660,2630,0
00201401,中玻lowe170,002,Low-E,6,3660,2250,0.2
00104800,巨润一等,001,白玻,3.3,3660,2440,0
00401929,漳州旗滨福特蓝镀膜优等,004,色玻,5,3660,2140,0.2
00700463,超白水纹油砂,007,油砂,7,2440,2100,0.2
00700462,江西超白香梨油砂,007,油砂,7,2440,2100,0.2
00700461,双面超白油砂,007,油砂,7.2,2440,2100,0.2
00700460,双面超白油砂,007,油砂,7.2,2440,1560,0.2
00104799,巨润合格品,001,白玻,10,4200,2440,0
00401928,威海中玻福特蓝镀膜合格品,004,色玻,4.3,2440,1830,0
00104798,宿迁中玻白玻合格品,001,白玻,4,3255,2440,0
00401927,贵州凯荣欧洲灰玻合格,004,色玻,4.3,2440,1830,0
00401926,贵州凯荣欧洲灰玻优等,004,色玻,4.5,3660,2440,0
00104797,巨润合格品,001,白玻,12,4200,2134,0
00104796,巨润合格品,001,白玻,10,4200,2400,0
00104795,巨润合格品,001,白玻,10,4200,2134,0
00104794,巨润合格品,001,白玻,8,4200,2440,0
00401925,贵州凯荣欧洲灰玻优等,004,色玻,4.3,3660,2440,0
00401924,曲靖海生绿原片优等,004,色玻,4.3,2440,2000,0
00401923,曲靖海生绿原片优等,004,色玻,4.3,2440,1950,0
00401922,曲靖海生绿原片优等,004,色玻,4.3,2440,1830,0
00104793,鸿昇优等品,001,白玻,2.9,2440,2000,0.1
00401921,湖北三峡欧洲灰原片,004,色玻,7,3660,2440,0.2
00700459,双面油砂,007,油砂,7,3660,2250,0.2
00301740,成都南玻超白汽车级,003,超白,10,3660,2290,0
00301739,安彩超白汽车级,003,超白,10,3050,2440,0
00301738,安彩超白汽车级,003,超白,10,3050,2800,0
00104792,宿迁中玻白玻合格品,001,白玻,4,3225,2440,0
00104791,宿迁中玻白玻合格品,001,白玻,4,3300,2440,0
00401920,河源旗滨欧洲灰玻KN,004,色玻,3.5,3660,2440,0
00104790,石家庄玉晶一等品,001,白玻,12,3050,3050,0.3
00401919,贵州凯荣欧洲灰玻优等,004,色玻,4.3,2440,1950,0
00401918,湖北三峡欧灰普通级,004,色玻,4.2,3660,2440,0.2
00401917,贵州凯荣欧洲灰玻优等,004,色玻,7.2,3660,2440,0
00401916,贵州凯荣欧洲灰玻优等,004,色玻,4.2,3660,2440,0
00401915,中联黑玻普通级,004,色玻,4.5,3660,2440,0.2
00104789,石家庄玉晶一等品,001,白玻,12,4580,3050,0.3
00201400,子创lowe160,002,Low-E,4.5,3660,2440,0.2
00104788,寿光光耀普通级-X,001,白玻,4.4,2440,1900,0
00401914,威海中玻福特蓝镀膜合格,004,色玻,4.5,3660,2600,0
00401913,威海中玻福特蓝镀膜合格,004,色玻,4.5,3660,2250,0
00104787,寿光光耀普通级-X,001,白玻,4.4,2440,2000,0
00104786,凯盛晶华一等品,001,白玻,3.6,2440,1524,0
00104785,利虎一等品,001,白玻,3.9,3300,2134,0.2
00104784,德金优等品,001,白玻,3.8,2440,2000,0.4
00500583,灰长虹,005,压花,5,2440,2100,0.8
00104783,寿光光耀普通级,001,白玻,5,2700,2000,0
00104782,安全一等品,001,白玻,8,4880,2600,0.2
00301737,醴陵旗滨高性能超白玻璃,003,超白,12,3660,2800,0
00301736,醴陵旗滨高性能超白玻璃,003,超白,10,3660,2740,0
00301735,醴陵旗滨高性能超白玻璃,003,超白,10,3660,2280,0
00301734,醴陵旗滨高性能超白玻璃,003,超白,6,3660,2440,0
00301733,中联超白建筑级,003,超白,4,3300,2440,0
00104781,利虎合格,001,白玻,10,3660,2250,0.4
00401912,安强蓝星灰镀膜优等,004,色玻,4.3,3660,2600,0.2
00104780,金宏阳优等,001,白玻,2,2440,1830,0.1
00104779,寿光光耀普通级-X,001,白玻,4.2,2440,1900,0
00401911,唐山蓝欣欧洲灰混装品,004,色玻,10,3660,2440,0.2
00104778,寿光光耀普通级,001,白玻,5,2440,2000,0
00104777,寿光光耀普通级,001,白玻,3.8,2200,1900,0
00104776,寿光光耀普通级,001,白玻,5,2440,2700,0
00104775,德金优等品,001,白玻,3.8,2200,2000,0.4
00301732,东台中玻超白一等品,003,超白,4.1,3660,2440,0.2
00401910,灰透麒麟,004,色玻,6.7,3660,2440,0.2
00401909,凯荣欧洲灰玻,004,色玻,7.2,3660,2440,0.2
00104774,寿光光耀普通级-X,001,白玻,3.5,2440,1900,0
00301731,商丘中联超白汽车级,003,超白,6,4600,3600,0
00401908,威海中玻黑玻10系,004,色玻,4.2,3660,2440,0
00301730,中联超白一等,003,超白,6,4600,3660,0
00201399,本溪玉晶lowe170,002,Low-E,6,4280,2440,0
00104773,德金优等品,001,白玻,3.8,2440,1830,0.4
00104772,本溪玉晶混装品,001,白玻,6.3,3300,2740,0
00104771,本溪玉晶一等品,001,白玻,3.2,2340,1830,0
00301729,中联超白建筑级,003,超白,10,3300,2440,0
00104770,巨润一等品,001,白玻,7.5,2440,2000,0
00104769,巨润一等品,001,白玻,7.2,2440,2000,0
00401907,唐山蓝欣欧茶膜优等,004,色玻,6,3660,2440,0.2
00401906,威海中玻欧洲灰玻普通级,004,色玻,6,3660,2440,0
00401905,威海中玻欧洲灰玻客户定制级,004,色玻,7,3660,2440,0
00401904,威海中玻欧洲灰玻客户定制级,004,色玻,6,3660,2440,0
00401903,威海中玻黑玻,004,色玻,5,2140,1650,0
00104768,宿迁中玻白玻合格品,001,白玻,4,3640,2375,0
00104767,宿迁中玻白玻合格品,001,白玻,4,3300,2250,0
00301728,山西飞耀超白银玻,003,超白,5,2440,2100,0.5
00401902,贵州凯荣欧洲灰玻优等,004,色玻,4.3,2440,1830,0
00700458,漳州旗滨单面超白油砂,007,油砂,8,3660,2440,0
00700457,漳州旗滨单面超白油砂,007,油砂,4,3660,2440,0
00900009,双面玉砂,009,玉砂,8,3300,2440,0.2
00104766,金宏阳一等品,001,白玻,6,4200,2600,0.2
00104765,金宏阳优等,001,白玻,2.5,2440,1830,0.2
00104764,金宏阳优等,001,白玻,2.5,2200,1830,0.2
00104763,金宏阳优等,001,白玻,2.1,1580,990,0.1
00104762,金宏阳优等,001,白玻,2.1,955,1500,0.1
00104761,金宏阳优等,001,白玻,2.1,1036,1496,0.1
00104760,金宏阳优等,001,白玻,2.1,1020,1420,0.1
00500582,江苏辉奥长虹,005,压花,5,2800,2250,0.2
00104759,营口信义一等品,001,白玻,12,3300,2440,0
00104758,双辽迎新合格品,001,白玻,5,3300,2440,0
00104757,东台中玻一等品,001,白玻,6.8,3660,2140,0
00201398,安强Lowe160,002,Low-E,6,3660,2280,0.2
00201397,子创Lowe160,002,Low-E,5,3300,2280,0.2
00201396,子创Lowe160,002,Low-E,6,3300,2280,0.2
00104756,营口信义一等品,001,白玻,8,3050,2290,0
00104755,营口信义一等品,001,白玻,8,3050,2440,0
00104754,营口信义一等品,001,白玻,10,3050,2290,0
00104753,营口信义一等品,001,白玻,10,4880,2200,0
00201395,安强lowe170仿台玻,002,Low-E,5,3660,2600,0.2
00700456,普白油砂,007,油砂,6.8,3660,2440,0.2
00700455,超白油砂中联原片,007,油砂,6.5,3660,2250,0.2
00700454,中玻灰油砂,007,油砂,6.5,3660,2250,0.2
00500581,贵山超白长虹,005,压花,4.5,2200,2100,0.5
00104752,滕州金晶白玻建筑级,001,白玻,4,3660,2140,0
00500580,江苏超白长虹,005,压花,4.5,2200,2250,0.5
00700453,超白长虹油砂,007,油砂,7,2200,2250,0.5
00401901,威海中玻过度色,004,色玻,4.1,2440,1830,0
00104751,金宏阳优等,001,白玻,2.1,1660,1105,0.1
00104750,金宏阳优等,001,白玻,2.1,1480,920,0.1
00301727,超白光伏玻璃KB,003,超白,7,3660,2440,0
00301726,超白光伏玻璃KB,003,超白,8,3660,2440,0
00301725,超白光伏玻璃KB,003,超白,4,3660,2440,0
00401900,贵州凯荣欧洲灰玻优等,004,色玻,7.5,3660,2140,0
00401899,贵州凯荣欧洲灰玻优等,004,色玻,5,3660,2140,0
00401898,贵州凯荣欧洲灰玻优等,004,色玻,4.5,3660,2140,0
00401897,贵州凯荣欧洲灰玻优等,004,色玻,3.8,3660,2440,0
00301724,秦皇岛奥华超白汽车级,003,超白,6,3300,2440,0.2
00401896,漳州旗滨欧洲灰玻优等品,004,色玻,6.7,3660,2440,0.2
00104749,利虎一等,001,白玻,6.7,3660,2140,0.2
00104748,淄博金晶白玻建筑级,001,白玻,5,3660,2800,0
00201394,石家庄玉晶双银lowe70,002,Low-E,6,3660,2600,0.2
00600136,单面磨砂,006,磨砂,7,3660,2440,0.2
00104747,东台中玻一等品,001,白玻,6.8,3660,2440,0
00104746,寿光光耀优质加工级,001,白玻,3.8,2440,1900,0
00401895,威海中玻福特蓝镀膜合格品,004,色玻,4.5,3660,2440,0
00401894,威海中玻福特蓝镀膜合格品,004,色玻,4.3,3660,2600,0
00401893,威海中玻福特蓝镀膜合格品,004,色玻,4.3,3660,2140,0
00104745,双辽迎新合格,001,白玻,3.5,2200,1370,0
00104744,双辽迎新合格,001,白玻,3.5,2440,1830,0
00401892,贵州凯荣欧洲灰玻优等,004,色玻,6.4,3660,2440,0
00401891,贵州凯荣欧洲灰玻优等,004,色玻,3.7,3660,2440,0
00201393,安强仿信义lowe70,002,Low-E,6,3300,2600,0.2
00301723,1003783.21,003,超白,12,3300,2520,0.2
00104743,金宏阳优等品,001,白玻,2.1,1505,875,0.1
00104742,巨润一等品,001,白玻,8,4280,2440,0
00301722,河北南玻超白汽车级,003,超白,12,3300,2520,0.2
00700452,单面油砂,007,油砂,5,2440,1830,0.2
00401890,威海中玻福特蓝镀膜合格品,004,色玻,4.3,3660,2800,0
00401889,威海中玻福特蓝镀膜合格品,004,色玻,4.3,3660,2250,0
00201392,中玻lowe170,002,Low-E,12,4880,2800,0.2
00201391,中玻lowe170,002,Low-E,8,4000,2600,0.2
00201390,单向透视,002,Low-E,6,2876,1076,0.2
00401888,株洲醴陵旗滨翡翠绿玻KN,004,色玻,5,3660,2134,0
00104741,双辽迎新一等品,001,白玻,8,3660,1952,0
00104740,淄博金晶白玻建筑级,001,白玻,3.2,3300,2440,0
00104739,淄博金晶白玻建筑级,001,白玻,3.2,3660,2440,0
00800144,黑镜,008,镜子,6,3660,2440,0.2
00800143,黑镜,008,镜子,5,3660,2440,0.2
00104738,安全优等,001,白玻,8,3660,2003,0.2
00104737,石家庄玉晶一等品,001,白玻,12,3660,3050,0.4
00500579,双面灰麒麟油砂,005,压花,6.5,3660,2440,0.2
00600135,磨砂,006,磨砂,4.3,3660,2600,0.2
00104736,德金优等品,001,白玻,4,2440,2000,0.25
00401887,漳州旗滨福特蓝镀膜优等,004,色玻,4.5,3660,2440,0
00401886,漳州旗滨福特蓝镀膜优等,004,色玻,4.3,2440,1830,0
00500578,超白双绒,005,压花,4,3300,2440,0.2
00201389,天津信义单银XETN0180ws级,002,Low-E,5,3300,2440,0
00301721,安彩超白汽车级,003,超白,8,3300,3000,0
00301720,安彩超白汽车级,003,超白,8,3300,2900,0
00104735,本溪玉晶合格品,001,白玻,3.2,3660,2040,0
00201388,安强lowe170,002,Low-E,4.6,3660,2600,0.2
00104734,金宏阳优等,001,白玻,2.1,1500,950,0.2
00104733,金宏阳优等,001,白玻,2.1,1410,950,0.2
00104732,金宏阳优等,001,白玻,2.1,1525,960,0.2
00104731,金宏阳优等,001,白玻,2.1,1500,920,0.2
00800142,双漆铝镜,008,镜子,4.5,2440,1830,0.2
00401885,凯盛晶华金茶玻优等,004,色玻,3.8,3660,2440,0.2
00104730,安全合格品,001,白玻,8.3,3660,2472,0.2
00104729,安全一等品,001,白玻,8.3,3660,2472,0.2
00401884,湖北三峡福特蓝镀膜一等,004,色玻,5,3660,2140,0
00104728,寿光光耀普通级-X,001,白玻,3.5,2440,2000,0
00104727,巨润一等品,001,白玻,3.4,2440,1800,0
00500577,超白金元,005,压花,8,2800,2100,0.8
00500576,超白水纹油砂,005,压花,8,2800,2100,0.8
00500575,超白香梨油砂,005,压花,8,2440,2100,0.8
00104726,寿光光耀普通级-X,001,白玻,4.5,2200,1900,0.3
00104725,利虎一等品,001,白玻,4.2,3300,2600,0.2
